timestep,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,average
87,-0.07516422117674026,-0.07501280813639388,-0.07466423158476843,-0.075145222571946,-0.074804961565895,-0.0755552383490603,-0.07516422117674026,-0.07326126790072496,-0.07243237696935756,-0.07511732194397247,-0.07463218713755991
88,-0.0897335142117126,-0.08959809925670548,-0.08928356442276908,-0.08971657372526398,-0.08941094115965609,-0.09007768839800134,-0.0897335142117126,-0.08800132527536153,-0.08729366963582397,-0.08969166770281412,-0.08925405579998208
89,0.16626703916629437,0.16586504631993781,0.16494285076277082,0.16621654094738014,0.16531470369542633,0.16731131161773893,0.16626703916629437,0.16124892739122032,0.15894671610526379,0.16614241287497045,0.16485225880472973
90,0.044137218260715816,0.044079830396548836,0.04395089936597851,0.044129954542271754,0.044002543061499644,0.04429275823498502,0.044137218260715816,0.043440494519111805,0.04305885768041473,0.04411932245128036,0.04393490967735223
91,-0.030109554226570023,-0.030028206711141925,-0.029833519042617218,-0.03009948707588117,-0.029913120960158412,-0.030303891176587272,-0.030109554226570023,-0.02901620435094987,-0.02867799845330654,-0.030084625420157884,-0.029817616164394035
92,-0.06808919615593712,-0.06798200283605982,-0.06772498459218179,-0.0680759360433909,-0.06783015757653232,-0.06834497202270429,-0.06808919615593712,-0.06663796667301647,-0.06619668864905315,-0.06805635800989718,-0.06770274587147102
93,-0.08568136090988843,-0.08557329199610786,-0.08531502057003171,-0.08566797498204715,-0.0854206085040854,-0.08594131442578279,-0.08568136090988843,-0.08422195558473922,-0.0837320397963437,-0.08564822115956472,-0.08528831488384794
94,-0.09286764855005358,-0.09275553517852297,-0.09249131078131057,-0.09285369137934929,-0.09259885258083844,-0.0931452089608713,-0.09286764855005358,-0.09138572909982579,-0.09076548427239695,-0.09283313393705894,-0.09245642432902815
95,-0.0948357958945012,-0.09471364587292985,-0.0944309241942265,-0.09482049260958914,-0.09454531107507891,-0.09514896518496496,-0.0948357958945012,-0.09326881456589253,-0.09246144416217794,-0.09479800625491808,-0.09438591957087802
96,0.2593829339762226,0.25879937600481484,0.2574456055078318,0.2593098994729086,0.2579936199922166,0.2608691772844991,0.2593829339762226,0.2519089866491915,0.24833602154793266,0.2592025405636804,0.25726310949755204
97,-0.09244894666651615,-0.09229896218959821,-0.091951895726193,-0.09243015567299284,-0.09209229863239843,-0.09283343820193313,-0.09244894666651615,-0.09052666069617155,-0.08952199187450538,-0.09240254472999099,-0.09189558410568158
98,-0.09696074534529575,-0.09680255147694083,-0.09643888929963063,-0.09694087930272077,-0.09658569356629298,-0.0973715868964673,-0.09696074534529575,-0.09495077493331971,-0.09379285930449532,-0.09691171459329662,-0.09637164400637557
99,-0.09705293793372927,-0.09688998781008085,-0.09651832290632822,-0.09703241864966783,-0.09666796721386028,-0.0974824518458145,-0.09705293793372927,-0.09500677810948721,-0.09371871482806715,-0.09700232590635072,-0.09644248431371152
