timestep,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,average
11,-0.017097959841316013,-0.019885395759252966,-0.02343973998522242,-0.024972434760459072,-0.011517417861269919,-0.020929601637475148,-0.0238307259808076,-0.020929601637475148,-0.03878301215147528,-0.02343973998522242,-0.0224825629599976
12,-0.01645275817577374,-0.019238898322568754,-0.022771074751564924,-0.024287308110271355,-0.01083058753665156,-0.02027894574306821,-0.023158251032611155,-0.02027894574306821,-0.037775099038414806,-0.022771074751564924,-0.021784294320555765
13,-0.01582497629221269,-0.018595214626657475,-0.02208797435653298,-0.02358089139001085,-0.010192189947159425,-0.01962585806774486,-0.022469555960692333,-0.01962585806774486,-0.03670576096081901,-0.02208797435653298,-0.021079625402610748
14,-0.015221826259732674,-0.017965492453841492,-0.021406792544654607,-0.022871824308303257,-0.009602127317238862,-0.018982997752741815,-0.021781576027067984,-0.018982997752741815,-0.035613561167314844,-0.021406792544654607,-0.020383598812829196
15,-0.01464700705508426,-0.017356407868626245,-0.020738060788178858,-0.0221722991323392,-0.00905844341019535,-0.0183581701870571,-0.02110526712318106,-0.0183581701870571,-0.034524097198896375,-0.020738060788178858,-0.01970559837387944
16,-0.014102005858594668,-0.016771697933561258,-0.020088363386999264,-0.021490100959059455,-0.008558246185417229,-0.01775595460045365,-0.020447521973124272,-0.01775595460045365,-0.03345402945430209,-0.020088363386999264,-0.01905122383389648
17,-0.013586936941030414,-0.01621317702105174,-0.019461612306475695,-0.020830005580735667,-0.008098251928511324,-0.017178792490781913,-0.01981247568917255,-0.017178792490781913,-0.032413880407495044,-0.019461612306475695,-0.018423553716251196
18,-0.01310108275049271,-0.01568141217989627,-0.018859915351825296,-0.020194738207751972,-0.007675099996421575,-0.01662771711790112,-0.019202396627281404,-0.01662771711790112,-0.031409971153513294,-0.018859915351825296,-0.017823996585481006
19,-0.01264324268995165,-0.015176172954965761,-0.018284168973061288,-0.01958563254547785,-0.007285528811209252,-0.01610284371797377,-0.018618295845350907,-0.01610284371797377,-0.030445759433267328,-0.018284168973061288,-0.017252865766229288
20,-0.012211957257218797,-0.014696731440049904,-0.017734464174318676,-0.019003085117791585,-0.006926468282701936,-0.01560369965217201,-0.018060345217697615,-0.01560369965217201,-0.029522764407372337,-0.017734464174318676,-0.016709767937581353
21,-0.011805651110802784,-0.014242062430971258,-0.01721036508652607,-0.01844686922063421,-0.006595082329759583,-0.015129446999464391,-0.017528164956523207,-0.015129446999464391,-0.028641206385820683,-0.01721036508652607,-0.016193866060649265
22,-0.01142272324118876,-0.013810976631984606,-0.01671110038568213,-0.017916352238230515,-0.00628878207576955,-0.014679032530738323,-0.017021021602630304,-0.014679032530738323,-0.027800449705859154,-0.01671110038568213,-0.01570405713285038
23,-0.011061602573711915,-0.013402208807827165,-0.016235694777056664,-0.01741064612688803,-0.006005222289720447,-0.014251288427782671,-0.016537964348264267,-0.014251288427782671,-0.02699930933363226,-0.016235694777056664,-0.015239091988972275
24,-0.010720780984748268,-0.013014475510582213,-0.015783059079485406,-0.016928711472832703,-0.005742288730741452,-0.01384499946064821,-0.01607791869307429,-0.01384499946064821,-0.026236262845242386,-0.015783059079485406,-0.014797655531748855
25,0.0881101374545128,0.10914575446644559,0.13551196844610192,0.14674873660626098,0.04479478815307347,0.11694057861508811,0.13838534908053468,0.11694057861508811,0.24581920497330367,0.13551196844610192,0.1277909064856511
26,-0.01952663827188117,-0.024788021344024136,-0.03164200151283536,-0.03464617908276524,-0.009316152862594684,-0.026785032788591123,-0.0324056075624527,-0.026785032788591123,-0.06300648728726632,-0.03164200151283536,-0.03005431550138372
27,-0.01967121299749408,-0.024775730590991696,-0.03126314166779709,-0.03405047381390458,-0.009442445883174666,-0.026684615512977183,-0.031974827397127314,-0.026684615512977183,-0.05879179771547394,-0.03126314166779709,-0.02946020027597148
28,-0.019505502435981925,-0.024402021616936387,-0.030493570161957972,-0.033066815062446575,-0.009407365775081056,-0.026209507957218325,-0.03115307429743186,-0.026209507957218325,-0.0548170886105257,-0.030493570161957972,-0.02857580240367561
29,-0.019126317207943888,-0.023792927850999623,-0.029493605380451204,-0.03186774396159642,-0.009254694069730562,-0.025496401743797636,-0.03010397832027545,-0.025496401743797636,-0.0511755357393191,-0.029493605380451204,-0.027530121139836272
30,-0.018609258930413763,-0.023042007252286112,-0.02837412939587558,-0.030568705163307897,-0.009021279916955893,-0.024644753207090475,-0.028939779809354804,-0.024644753207090475,-0.047884770006898836,-0.02837412939587558,-0.02641035662851494
31,-0.018010996371937926,-0.022216310906046477,-0.027209573029088552,-0.02924473812516104,-0.00873654309479599,-0.023724556721319456,-0.02773522655373828,-0.023724556721319456,-0.04492957746821247,-0.027209573029088552,-0.02527416520207082
32,-0.01737205430149924,-0.021361868730269573,-0.026047832171126606,-0.0279424951441839,-0.008422626313609571,-0.022783037992680555,-0.026538020693941844,-0.022783037992680555,-0.04228139423666899,-0.026047832171126606,-0.024158019974778743
33,-0.01672027135691534,-0.02050901781997394,-0.024918255319099414,-0.026689353720170228,-0.008095443434106286,-0.021850749529821245,-0.02537709815356104,-0.021850749529821245,-0.03990765938369867,-0.024918255319099414,-0.023083685356626683
34,0.09218747148778283,0.11648824056100526,0.14665970461368438,0.15941568185022792,0.041603913889622035,0.12544238903511573,0.14992750356404771,0.12544238903511573,0.2691377946242972,0.14665970461368438,0.1372964793274583
35,-0.02765321302559276,-0.0356720251063779,-0.045922471903184325,-0.05034060207722846,-0.01179232453672252,-0.03868244562807244,-0.04704989656383729,-0.03868244562807244,-0.0897102031031406,-0.045922471903184325,-0.04314280994754131
36,-0.027600792398357,-0.03510861946122601,-0.04436174443287977,-0.04823498568974405,-0.012016489533192676,-0.037865513837329834,-0.04535659535951231,-0.037865513837329834,-0.07992195466260277,-0.04436174443287977,-0.0412693953645054
37,-0.026968611403367593,-0.03390691932922718,-0.04220588618283483,-0.045599633107837545,-0.011949959152944833,-0.036408193913104236,-0.04308201919609378,-0.036408193913104236,-0.07170174512644101,-0.04220588618283483,-0.03904370475077901
38,-0.026008401600486897,-0.032389048947271015,-0.03983845429303001,-0.042829497962934115,-0.01169267267026819,-0.03465482948820442,-0.040613644498326495,-0.03465482948820442,-0.06483758788274385,-0.03983845429303001,-0.03673574211244994
39,-0.02488244964003894,-0.030747743278224382,-0.03746404332941311,-0.04012270765487791,-0.011317029943128776,-0.032805182237974795,-0.03815513263835346,-0.032805182237974795,-0.059081323715097334,-0.03746404332941311,-0.03448448380044966
40,-0.02369386414455643,-0.029096346332293965,-0.03518815218439875,-0.03757350846198415,-0.010874665545859474,-0.030972857799856146,-0.0358095721947963,-0.030972857799856146,-0.05421802778873286,-0.03518815218439875,-0.0323588004436733
41,0.08440944926468008,0.10699524384368253,0.13444303120179124,0.1458579445498498,0.03600837310071392,0.11520859013482432,0.13737770284206818,0.11520859013482432,0.24016104890853218,0.13444303120179124,0.12501130051827578
42,-0.03486858278432059,-0.044897658561226184,-0.05729415075720801,-0.06249528710280694,-0.014179637503381137,-0.048587070814556266,-0.05862933268597326,-0.048587070814556266,-0.10555338311478601,-0.05729415075720801,-0.05323863248960227
43,-0.03444546782492108,-0.0435813436100313,-0.054397167118086065,-0.05878383665245368,-0.014442940647431679,-0.046854389091664506,-0.055531646750889285,-0.046854389091664506,-0.0919149123560773,-0.054397167118086065,-0.05012032602613055
44,-0.033202277107436395,-0.041418125171150066,-0.05082278290390985,-0.05454124913352909,-0.014287473586951371,-0.04430026023881628,-0.05178966109074912,-0.04430026023881628,-0.08095807382142617,-0.05082278290390985,-0.046644294619669444
45,-0.03157206777373933,-0.03894322022648655,-0.047165686524650585,-0.05035641390171175,-0.01387970274505812,-0.0414868680963022,-0.04799854859276742,-0.0414868680963022,-0.07213342951267321,-0.047165686524650585,-0.043218849199434195
46,0.06779697437537102,0.08604324433979382,0.10796286819595502,0.11700830019397457,0.027986324039988242,0.09262977544933437,0.11029193551431349,0.09262977544933437,0.19092716183835723,0.10796286819595502,0.10012392275923772
47,-0.041462221569183444,-0.05313806782234476,-0.0671959703191285,-0.0729778729837054,-0.016500500956457054,-0.05736415598487743,-0.0686865623214169,-0.05736415598487743,-0.11870356168911256,-0.0671959703191285,-0.062058903995023194
48,-0.04085134633042442,-0.05131450600770582,-0.06332191308061408,-0.06808012343690684,-0.016890818983358757,-0.05499068805323282,-0.06455847172520135,-0.05499068805323282,-0.10225772012600565,-0.06332191308061408,-0.058057818887729665
49,-0.03905064094976174,-0.04828033437089574,-0.058497353169529975,-0.06243996098861371,-0.016677562161132142,-0.05144996056305806,-0.05952762743013529,-0.05144996056305806,-0.08911544321854648,-0.058497353169529975,-0.053498619658426116
50,-0.036762298377808866,-0.04489263699855606,-0.05365809088076401,-0.056979022058552875,-0.01612416503552927,-0.047637401600285845,-0.054529101725399265,-0.047637401600285845,-0.0786636297726846,-0.05365809088076401,-0.04905418389306306
51,0.05553300416382312,0.06972833668372735,0.0862609835988466,0.09294184719637433,0.0229053322656263,0.07475153973173243,0.08798844593430277,0.07475153973173243,0.14550783177232796,0.0862609835988466,0.07966298446773398
52,0.010858048879287097,0.013856152950692646,0.01783346947549158,0.01964720869199521,0.004544210545599947,0.01499832164259085,0.018289458507016354,0.01499832164259085,0.04034709151691751,0.01783346947549158,0.017320575332767364
53,-0.026269943152579578,-0.03422777037759628,-0.04374067209272492,-0.047607238750109415,-0.009554288131981448,-0.03710031597052588,-0.044740604483036406,-0.03710031597052588,-0.0765653336359372,-0.04374067209272492,-0.04006471546577419
54,-0.045702631171398056,-0.05871867655970764,-0.0742085450787957,-0.0805480228832276,-0.017345532488420523,-0.06339217302849265,-0.07584369325321993,-0.06339217302849265,-0.1320397798447679,-0.0742085450787957,-0.06853997724153184
55,-0.05289633836121255,-0.06661671232667254,-0.08237131363956174,-0.08866887946423463,-0.02101661257428189,-0.07143008896977077,-0.08400324530334846,-0.07143008896977077,-0.1376706256890623,-0.08237131363956174,-0.07584752189374774
56,-0.0536451229505589,-0.06624090855160114,-0.08016305638497678,-0.08558494049956877,-0.022318414870644343,-0.07055202934423599,-0.0815754504585765,-0.07055202934423599,-0.1255364978622142,-0.08016305638497678,-0.07363315066515894
57,-0.05141116583211147,-0.06243133117477084,-0.07423699875977807,-0.0787412326077388,-0.02229161203512242,-0.06612636172793473,-0.07541506178812074,-0.06612636172793473,-0.1106502051410514,-0.07423699875977807,-0.06816673295543413
58,-0.04800084879907007,-0.05752480587202713,-0.06749850275589331,-0.07125167377304809,-0.021551710418437287,-0.060669659426449085,-0.0684826487000404,-0.060669659426449085,-0.09725389104153137,-0.06749850275589331,-0.062040190296883915
59,-0.044294669501347195,-0.05254898697759103,-0.06106362983877267,-0.06424214519141924,-0.02046139389148538,-0.05524611620599307,-0.06189822902044029,-0.05524611620599307,-0.08606346905026263,-0.06106362983877267,-0.05621283857220773
60,-0.04069525694044762,-0.04791377308000555,-0.055293122525641225,-0.05803782449663919,-0.019230120985526677,-0.0502569219449992,-0.05601415945399124,-0.0502569219449992,-0.07687836642182144,-0.055293122525641225,-0.05098695903197126
61,0.03556297214344806,0.04316096944054171,0.051123573815560874,0.054082912641798764,0.015176233399037287,0.04567867003342507,0.05190272729895673,0.04567867003342507,0.07259636766403399,0.051123573815560874,0.04660866702857884
62,0.0010243875446178663,0.0012622694782524757,0.0014933750833994175,0.001563715561772261,0.0004300452604668603,0.0013393080382044786,0.0015131100616183613,0.0013393080382044786,0.0011845941708277241,0.0014933750833994175,0.001264348832076334
63,-0.027386926011380264,-0.0338238656369666,-0.04097153906992246,-0.04377539468251335,-0.011185387236760658,-0.03603102863492946,-0.041700616719483774,-0.03603102863492946,-0.06494858682447457,-0.04097153906992246,-0.037682591252128306
64,-0.042958152303699815,-0.0526514294750311,-0.06331090808989215,-0.06746954855536591,-0.017923461971190435,-0.05595301706918776,-0.06439337569291936,-0.05595301706918776,-0.09844596151736218,-0.06331090808989215,-0.058236977983372865
65,-0.02984510839386656,-0.03646237031609345,-0.0438597093218942,-0.04680136431563908,-0.012682692936782036,-0.03873542807327246,-0.04462188759087948,-0.03873542807327246,-0.07008315041758839,-0.0438597093218942,-0.040568684876118234
66,-0.04314576737887654,-0.052341526861691134,-0.062270340341887054,-0.06609592757165916,-0.018455014932344582,-0.055436278386027604,-0.06326865192815356,-0.055436278386027604,-0.09373901785532712,-0.062270340341887054,-0.057245914398388144
67,-0.04919744853135288,-0.059121642025533605,-0.0696826513578056,-0.07371768600484974,-0.021602074436319785,-0.062428721607144966,-0.07073724548210769,-0.062428721607144966,-0.10249489611663776,-0.0696826513578056,-0.06410937385267027
68,-0.05008768475904135,-0.05954283883464051,-0.06944058484394133,-0.07318664476539494,-0.022696587705416493,-0.06265836973241323,-0.07042133355323277,-0.06265836973241323,-0.0995296527127374,-0.06944058484394133,-0.06396626514831726
69,-0.04835018908776978,-0.056924004636832004,-0.0657838606500909,-0.06911477062050031,-0.02257519827412302,-0.05972361338540766,-0.06665690664216573,-0.05972361338540766,-0.09236429019054881,-0.0657838606500909,-0.060700030752293674
70,-0.045466066847505426,-0.05311384628129523,-0.06095363320606051,-0.06389185246655738,-0.021784602429060662,-0.05559631437588053,-0.061724068907615504,-0.05559631437588053,-0.08440036608900692,-0.06095363320606051,-0.056348069818492316
71,0.009680462592810635,0.011893322682054341,0.014214962805861875,0.015077052578611028,0.0038089965675609516,0.012627428616221348,0.01444201853179572,0.012627428616221348,0.020460838197515985,0.014214962805861875,0.012904747399451511
72,-0.016323208626813135,-0.019475590105571428,-0.02287946241702632,-0.024204731870485996,-0.007366971742506334,-0.02053342145805248,-0.02322425137032713,-0.02053342145805248,-0.034286233638278873,-0.02287946241702632,-0.02117067551041405
73,-0.03451210264244153,-0.041387554783281155,-0.048832070255419247,-0.05172766047901334,-0.015287585464505704,-0.04370063749387887,-0.04958577503138806,-0.04370063749387887,-0.07349801918736887,-0.048832070255419247,-0.045106411308659486
74,-0.04364163139761523,-0.05203323243246727,-0.061050169385166164,-0.06454228952412377,-0.01966903612991522,-0.05484157433086656,-0.06195986925704988,-0.05484157433086656,-0.0906000687662517,-0.061050169385166164,-0.056422961493948855
75,-0.04664113411281412,-0.05514487640215593,-0.06417692671874053,-0.0676513257420549,-0.02157411736061754,-0.05796828762325357,-0.0650831578405262,-0.05796828762325357,-0.09325636266937332,-0.06417692671874053,-0.05936414028115302
76,-0.04624010827940783,-0.05422937215489754,-0.06262863951100395,-0.06584133032356931,-0.021961615238597965,-0.05686324228355133,-0.06346747910800088,-0.05686324228355133,-0.0892856008830123,-0.06262863951100395,-0.05800092695765964
77,-0.0441783583872829,-0.05146301817170329,-0.059070003623149736,-0.06197035630187897,-0.021481941883945588,-0.05385298126322968,-0.05982769561778323,-0.05385298126322968,-0.08304286354038393,-0.059070003623149736,-0.05478102036757367
78,-0.04143274401264774,-0.048016034149278464,-0.05486935008101168,-0.05748045246611744,-0.020544054627019803,-0.0501705877687737,-0.05555150779861151,-0.0501705877687737,-0.07646415520598959,-0.05486935008101168,-0.05095688239592353
79,-0.03851472169200898,-0.04446931873959281,-0.05066780857511455,-0.05303228364968193,-0.0193947626984049,-0.04641727889288649,-0.051285331610934626,-0.04641727889288649,-0.07029591089943488,-0.05066780857511455,-0.04711625042260602
80,0.022565272512053536,0.026863791587085295,0.03140617076148078,0.03313000964913937,0.010133008872608595,0.028289861800290028,0.031857516515766626,0.028289861800290028,0.04500464905904189,0.03140617076148078,0.028894631331923694
81,-0.004978057229197308,-0.005843858266406099,-0.0067986518574931765,-0.007180409739382276,-0.002398389371943588,-0.006137319640921235,-0.006897343648844978,-0.006137319640921235,-0.010341409376601551,-0.0067986518574931765,-0.0063511410629204625
82,-0.02666234490524433,-0.031923313881777604,-0.037759212904488804,-0.04007520896011452,-0.011996278133898697,-0.03371906711142236,-0.038359502711841076,-0.03371906711142236,-0.05828760336672467,-0.037759212904488804,-0.03502608119914232
83,-0.03867333599186307,-0.04617565954683567,-0.054482272173871915,-0.057776628251756224,-0.017565458260324962,-0.04873284647551035,-0.055336221330988256,-0.04873284647551035,-0.0836533907165885,-0.054482272173871915,-0.05056109313971212
84,-0.043586977723293896,-0.05168706211146168,-0.060567394667335406,-0.06406691333878478,-0.020224907673109693,-0.05442996662266553,-0.061475683749234955,-0.05442996662266553,-0.09115290315654156,-0.060567394667335406,-0.056218917033242846
85,-0.04438169296912897,-0.05223860066667174,-0.06075728440490924,-0.06408983361693177,-0.021089090105481212,-0.054879725893344444,-0.061623513652858786,-0.054879725893344444,-0.08944955422384437,-0.06075728440490924,-0.056414630583142424
86,-0.0430505144533051,-0.05034053383701531,-0.05817447170546575,-0.061221680820903956,-0.02091145414554263,-0.05277657529379742,-0.05896743508791735,-0.05277657529379742,-0.08411567870126935,-0.05817447170546575,-0.054050939104448005
87,-0.04074871352469167,-0.047402077670202436,-0.05451075125462668,-0.05726630066050653,-0.02016527955961711,-0.04961666143182675,-0.05522829842955179,-0.04961666143182675,-0.07781986735561586,-0.05451075125462668,-0.05068853625730922
88,-0.03810124054095432,-0.04415301059371923,-0.05060074418202465,-0.05309656740345858,-0.01913815193426771,-0.04616331009752295,-0.0512508232399439,-0.04616331009752295,-0.07166605315174757,-0.05060074418202465,-0.04709339554231865
89,-0.03542835175405945,-0.04094787525902144,-0.046825891892215754,-0.04910155046570441,-0.017999581213369753,-0.04278054487505456,-0.047418589874551276,-0.04278054487505456,-0.06604713201201762,-0.046825891892215754,-0.04361559541132646
90,-0.032883401470428786,-0.03794448465731759,-0.04334119535372516,-0.045433123578207724,-0.0168461024138038,-0.039626127156814794,-0.0438858930337509,-0.039626127156814794,-0.06105654377812586,-0.04334119535372516,-0.04039841939527146
91,0.03448422071418378,0.04067994838647415,0.047304251078089,0.04984397227563209,0.01621897603369682,0.04274949924368254,0.04796781214401302,0.04274949924368254,0.06768440377861906,0.047304251078089,0.0436986833976162
92,0.005405780424383,0.006504725681219403,0.007731069776975907,0.00821548438150832,0.0024108630452484014,0.006882076125760195,0.007856879554444474,0.006882076125760195,0.011802132923378394,0.007731069776975907,0.0071422157815654195
93,-0.01994656861714994,-0.024017771921382436,-0.02862987014056284,-0.030482227091999103,-0.008906334785355075,-0.025427212268898103,-0.02910897379563071,-0.025427212268898103,-0.04526750762942655,-0.02862987014056284,-0.02658435486598657
94,-0.03482981370470761,-0.041901183049181,-0.04994263536151344,-0.05318519745554995,-0.015634212054831953,-0.04435432820045415,-0.05078053221868106,-0.04435432820045415,-0.07934639764767881,-0.04994263536151344,-0.04642712632545656
95,-0.04151578325291905,-0.04963090662493974,-0.05877138128709203,-0.062433983690524775,-0.018991201953339698,-0.05242851090952627,-0.05971902212611169,-0.05242851090952627,-0.09155156398394781,-0.05877138128709203,-0.054624224602501936
96,-0.043342854004810305,-0.05141719722372484,-0.06039043838731095,-0.06395255118895571,-0.020286656915002088,-0.05417669861821406,-0.06131386069776712,-0.05417669861821406,-0.0916388410918102,-0.06039043838731095,-0.05610862351331203
97,-0.042597065052717764,-0.05017236376498513,-0.05848858151171532,-0.061762036195468384,-0.020381697304212354,-0.05274083836507115,-0.05933864821779489,-0.05274083836507115,-0.08670753941406739,-0.05848858151171532,-0.05434181897028188
98,-0.04061972175673734,-0.047563009050000105,-0.05511516125556137,-0.058069426186152295,-0.019809698491682792,-0.049902961022757264,-0.05588330211979531,-0.049902961022757264,-0.08027853042648514,-0.05511516125556137,-0.05122599325874903
99,-0.03814721675138044,-0.04446772034244373,-0.05130074433190468,-0.05396333023116173,-0.018894735189108003,-0.04658917827515319,-0.05199357373945068,-0.04658917827515319,-0.07382673248224181,-0.05130074433190468,-0.047707315394990214
100,-0.03556457674252034,-0.04132340611202956,-0.047528329436438144,-0.04994148857530434,-0.0178291499059533,-0.0432519076108131,-0.04815648147862672,-0.0432519076108131,-0.06788904545531893,-0.047528329436438144,-0.04422646223642557
